Date,Price,Open,High,Low,Vol.,Change ,RSI,Date2
9/18/2010,0,0.1,0.10,0.10,7.09,0.00%,,9/18/2010
9/19/2010,0,0.1,0.10,0.10,12.85,0.00%,,9/19/2010
9/20/2010,0,0.1,0.10,0.10,14.31,0.00%,,9/20/2010
9/21/2010,0,0.1,0.10,0.10,5.74,0.00%,,9/21/2010
9/22/2010,0,0.1,0.10,0.10,11.56,0.00%,,9/22/2010
9/23/2010,0,0.1,0.10,0.10,15.51,0.00%,,9/23/2010
9/24/2010,0,0.1,0.10,0.10,0.68,0.00%,,9/24/2010
9/25/2010,0,0.1,0.10,0.10,2.15,0.00%,,9/25/2010
9/26/2010,0,0.1,0.10,0.10,12.06,0.00%,,9/26/2010
9/27/2010,0,0.1,0.10,0.10,10.75,0.00%,,9/27/2010
9/28/2010,0,0.1,0.10,0.10,7.09,0.00%,,9/28/2010
9/29/2010,0,0.1,0.10,0.10,23.48,0.00%,,9/29/2010
9/30/2010,0,0.1,0.10,0.10,7.92,0.00%,,9/30/2010
10/1/2010,0,0.1,0.10,0.10,1.72,0.00%,,10/1/2010
10/2/2010,0,0.1,0.10,0.10,13.06,0.00%,,10/2/2010
10/3/2010,0,0.1,0.10,0.10,7.17,0.00%,,10/3/2010
10/4/2010,0,0.1,0.10,0.10,34,0.00%,,10/4/2010
10/5/2010,0,0.1,0.10,0.10,27.53,0.00%,,10/5/2010
10/6/2010,0,0.1,0.10,0.10,33.43,0.00%,,10/6/2010
10/7/2010,0,0.1,0.10,0.10,43.69,0.00%,,10/7/2010
10/8/2010,0,0.1,0.10,0.00,139.29,0.00%,,10/8/2010
10/9/2010,0,0.1,0.10,0.10,187.85,0.00%,,10/9/2010
10/10/2010,0,0.1,0.10,0.10,50.68,0.00%,,10/10/2010
10/11/2010,0,0.1,0.10,0.10,14.09,0.00%,,10/11/2010
10/12/2010,0,0.1,0.10,0.10,25.66,0.00%,,10/12/2010
10/13/2010,0,0.1,0.10,0.10,47.56,0.00%,,10/13/2010
10/14/2010,0,0.1,0.10,0.10,37.22,0.00%,,10/14/2010
10/15/2010,0,0.1,0.10,0.10,24.64,0.00%,,10/15/2010
10/16/2010,0,0.1,0.10,0.10,6.29,0.00%,,10/16/2010
10/17/2010,0,0.1,0.10,0.10,18.22,0.00%,,10/17/2010
10/18/2010,0,0.1,0.10,0.10,25.67,0.00%,,10/18/2010
10/19/2010,0,0.1,0.10,0.10,6.24,0.00%,,10/19/2010
10/20/2010,0,0.1,0.10,0.10,31.86,0.00%,,10/20/2010
10/21/2010,0,0.1,0.10,0.10,44.87,0.00%,,10/21/2010
10/22/2010,0,0.1,0.10,0.10,34.6,0.00%,,10/22/2010
10/23/2010,0,0.1,0.10,0.10,4.42,0.00%,,10/23/2010
10/24/2010,0,0.1,0.20,0.10,13.8,0.00%,,10/24/2010
10/25/2010,0,0.1,0.20,0.10,30.3,0.00%,,10/25/2010
10/26/2010,0,0.1,0.20,0.10,19.22,0.00%,,10/26/2010
10/27/2010,0,0.2,0.20,0.20,65.61,0.00%,,10/27/2010
10/28/2010,0,0.2,0.20,0.20,21.53,0.00%,,10/28/2010
10/29/2010,0,0.2,0.20,0.20,28.69,0.00%,,10/29/2010
10/30/2010,0,0.2,0.20,0.20,26.71,0.00%,,10/30/2010
10/31/2010,0,0.2,0.20,0.20,40.34,0.00%,,10/31/2010
11/1/2010,0,0.2,0.20,0.20,21.26,0.00%,,11/1/2010
11/2/2010,0,0.2,0.20,0.20,5.85,0.00%,,11/2/2010
11/3/2010,0,0.2,0.30,0.10,61.47,0.00%,,11/3/2010
11/4/2010,0,0.2,0.20,0.20,29.7,0.00%,,11/4/2010
11/5/2010,0,0.2,0.30,0.20,36.62,0.00%,,11/5/2010
11/6/2010,0,0.3,0.50,0.20,32.76,0.00%,,11/6/2010
11/7/2010,0,0.4,0.50,0.30,77.22,0.00%,,11/7/2010
11/8/2010,0,0.3,0.40,0.20,118.2,0.00%,,11/8/2010
11/9/2010,0,0.2,0.30,0.20,47.98,0.00%,,11/9/2010
11/10/2010,0,0.2,0.20,0.10,30.39,0.00%,,11/10/2010
11/11/2010,0,0.2,0.20,0.20,5.03,0.00%,,11/11/2010
11/12/2010,0,0.2,0.30,0.20,40.72,0.00%,,11/12/2010
11/13/2010,0,0.3,0.30,0.30,21.92,0.00%,,11/13/2010
11/14/2010,0,0.3,0.30,0.30,16.84,0.00%,,11/14/2010
11/15/2010,0,0.3,0.30,0.30,8.51,0.00%,,11/15/2010
11/16/2010,0,0.3,0.30,0.20,33.93,0.00%,,11/16/2010
11/17/2010,0,0.2,0.30,0.20,32.87,0.00%,,11/17/2010
11/18/2010,0,0.2,0.30,0.20,37.45,0.00%,,11/18/2010
11/19/2010,0,0.3,0.30,0.30,2.16,0.00%,,11/19/2010
11/20/2010,0,0.3,0.30,0.30,14.65,0.00%,,11/20/2010
11/21/2010,0,0.3,0.30,0.30,0.77,0.00%,,11/21/2010
11/22/2010,0,0.3,0.30,0.30,28.21,0.00%,,11/22/2010
11/23/2010,0,0.3,0.30,0.30,4.86,0.00%,,11/23/2010
11/24/2010,0,0.3,0.30,0.30,2.52,0.00%,,11/24/2010
11/25/2010,0,0.3,0.30,0.30,1.68,0.00%,,11/25/2010
11/26/2010,0,0.3,0.30,0.30,33.53,0.00%,,11/26/2010
11/27/2010,0,0.3,0.30,0.30,1.83,0.00%,,11/27/2010
11/28/2010,0,0.3,0.30,0.30,20.8,0.00%,,11/28/2010
11/29/2010,0,0.3,0.30,0.20,35.06,0.00%,,11/29/2010
11/30/2010,0,0.2,0.20,0.20,21.48,0.00%,,11/30/2010
12/1/2010,0,0.2,0.20,0.20,8.16,0.00%,,12/1/2010
12/2/2010,0,0.2,0.30,0.20,20.31,0.00%,,12/2/2010
12/3/2010,0,0.3,0.30,0.20,2.57,0.00%,,12/3/2010
12/4/2010,0,0.3,0.30,0.20,28.56,0.00%,,12/4/2010
12/5/2010,0,0.2,0.20,0.20,5.74,0.00%,,12/5/2010
12/6/2010,0,0.2,0.20,0.20,4.32,0.00%,,12/6/2010
12/7/2010,0,0.2,0.20,0.20,24.59,0.00%,,12/7/2010
12/8/2010,0,0.2,0.20,0.20,3.43,0.00%,,12/8/2010
12/9/2010,0,0.2,0.20,0.20,21.34,0.00%,,12/9/2010
12/10/2010,0,0.2,0.20,0.20,1.68,0.00%,,12/10/2010
12/11/2010,0,0.2,0.20,0.20,5.79,0.00%,,12/11/2010
12/12/2010,0,0.2,0.20,0.20,1.96,0.00%,,12/12/2010
12/13/2010,0,0.2,0.20,0.20,6.42,0.00%,,12/13/2010
12/14/2010,0,0.2,0.20,0.20,10.39,0.00%,,12/14/2010
12/15/2010,0,0.2,0.20,0.20,3.69,0.00%,,12/15/2010
12/16/2010,0,0.2,0.30,0.20,14.36,0.00%,,12/16/2010
12/17/2010,0,0.3,0.20,0.20,0.53,0.00%,,12/17/2010
12/18/2010,0,0.2,0.20,0.20,0.17,0.00%,,12/18/2010
12/19/2010,0,0.2,0.20,0.20,2,0.00%,,12/19/2010
12/20/2010,0,0.2,0.30,0.20,10.68,0.00%,,12/20/2010
12/21/2010,0,0.3,0.30,0.20,9.23,0.00%,,12/21/2010
12/22/2010,0,0.2,0.30,0.20,3.8,0.00%,,12/22/2010
12/23/2010,0,0.3,0.30,0.20,8.65,0.00%,,12/23/2010
12/24/2010,0,0.3,0.30,0.20,5.03,0.00%,,12/24/2010
12/25/2010,0,0.2,0.30,0.20,0.7,0.00%,,12/25/2010
12/26/2010,0,0.2,0.30,0.20,16.59,0.00%,,12/26/2010
12/27/2010,0,0.3,0.30,0.30,4.94,0.00%,,12/27/2010
12/28/2010,0,0.3,0.30,0.30,15.44,0.00%,,12/28/2010
12/29/2010,0,0.3,0.30,0.30,18.61,0.00%,,12/29/2010
12/30/2010,0,0.3,0.30,0.30,2.54,0.00%,,12/30/2010
12/31/2010,0,0.3,0.30,0.30,1.45,0.00%,,12/31/2010
1/1/2011,0,0.3,0.30,0.30,2.82,0.00%,,1/1/2011
1/2/2011,0,0.3,0.30,0.30,5.35,0.00%,,1/2/2011
1/3/2011,0,0.3,0.30,0.30,1.43,0.00%,,1/3/2011
1/4/2011,0,0.3,0.30,0.30,1.88,0.00%,,1/4/2011
1/5/2011,0,0.3,0.30,0.30,0.36,0.00%,,1/5/2011
1/6/2011,0,0.3,0.30,0.30,3.46,0.00%,,1/6/2011
1/7/2011,0,0.3,0.30,0.30,42.6,0.00%,,1/7/2011
1/8/2011,0,0.3,0.30,0.30,1.63,0.00%,,1/8/2011
1/9/2011,0,0.3,0.30,0.30,1.69,0.00%,,1/9/2011
1/10/2011,0,0.3,0.30,0.30,10.36,0.00%,,1/10/2011
1/11/2011,0,0.3,0.30,0.30,4.86,0.00%,,1/11/2011
1/12/2011,0,0.3,0.40,0.30,31.36,0.00%,,1/12/2011
1/13/2011,0,0.3,0.40,0.30,20.12,0.00%,,1/13/2011
1/14/2011,0,0.3,0.40,0.30,27.13,0.00%,,1/14/2011
1/15/2011,0,0.4,0.40,0.40,1.52,0.00%,,1/15/2011
1/16/2011,0,0.4,0.40,0.40,2.78,0.00%,,1/16/2011
1/17/2011,0,0.4,0.40,0.30,18.24,0.00%,,1/17/2011
1/18/2011,0,0.3,0.30,0.30,15.67,0.00%,,1/18/2011
1/19/2011,0,0.3,0.30,0.30,7.29,0.00%,,1/19/2011
1/20/2011,0,0.3,0.40,0.30,19.88,0.00%,,1/20/2011
1/21/2011,0,0.4,0.40,0.40,8.48,0.00%,,1/21/2011
1/22/2011,0,0.4,0.40,0.40,10.53,0.00%,,1/22/2011
1/23/2011,0,0.4,0.40,0.40,1.15,0.00%,,1/23/2011
1/24/2011,0,0.4,0.40,0.40,11.06,0.00%,,1/24/2011
1/25/2011,0,0.4,0.40,0.40,2.16,0.00%,,1/25/2011
1/26/2011,0,0.4,0.40,0.40,15.57,0.00%,,1/26/2011
1/27/2011,0,0.4,0.40,0.40,27.71,0.00%,,1/27/2011
1/28/2011,0,0.4,0.40,0.40,5.33,0.00%,,1/28/2011
1/29/2011,0,0.4,0.40,0.40,1.45,0.00%,,1/29/2011
1/30/2011,1,0.4,0.50,0.40,10.38,0.00%,,1/30/2011
1/31/2011,1,0.5,0.90,0.50,63.52,0.00%,,1/31/2011
2/1/2011,1,0.5,0.90,0.50,31.56,346200.00%,100,2/1/2011
2/2/2011,1,0.7,0.80,0.70,5.63,0.00%,100,2/2/2011
2/3/2011,1,0.7,0.80,0.70,8.53,0.00%,100,2/3/2011
2/4/2011,1,0.7,0.90,0.70,42.22,175400.00%,100,2/4/2011
2/5/2011,1,0.8,0.90,0.80,15.79,134400.00%,100,2/5/2011
2/6/2011,1,0.9,0.90,0.80,8.74,0.00%,100,2/6/2011
2/7/2011,1,0.9,0.90,0.80,2.26,0.00%,100,2/7/2011
2/8/2011,1,0.9,0.90,0.90,7.02,0.00%,100,2/8/2011
2/9/2011,1,0.9,1.10,0.80,49.63,187400.00%,100,2/9/2011
2/10/2011,1,1.1,1.10,0.80,26.56,-100600.00%,100,2/10/2011
2/11/2011,1,1,1.10,0.90,13.3,91500.00%,100,2/11/2011
2/12/2011,1,1.1,1.10,1.00,4.12,0.00%,100,2/12/2011
2/13/2011,1,1.1,1.10,1.00,3.24,0.00%,100,2/13/2011
2/14/2011,1,1,1.10,1.00,7.1,0.00%,100,2/14/2011
2/15/2011,1,1.1,1.10,1.00,8.62,0.00%,100,2/15/2011
2/16/2011,1,1,1.00,1.00,7.19,0.00%,100,2/16/2011
2/17/2011,1,1,1.00,1.00,4.01,0.00%,100,2/17/2011
2/18/2011,1,1,1.00,0.80,36.95,-135700.00%,100,2/18/2011
2/19/2011,1,0.9,1.00,0.80,3.8,55700.00%,100,2/19/2011
2/20/2011,1,0.9,0.90,0.80,9.97,-104300.00%,100,2/20/2011
2/21/2011,1,0.9,0.90,0.80,1.7,0.00%,100,2/21/2011
2/22/2011,1,0.8,0.90,0.80,12.1,0.00%,100,2/22/2011
2/23/2011,1,0.9,0.90,0.90,6.72,0.00%,100,2/23/2011
2/24/2011,1,0.9,1.00,0.90,13.42,108200.00%,100,2/24/2011
2/25/2011,1,1,1.00,0.90,4.46,-86500.00%,100,2/25/2011
2/26/2011,1,0.9,1.00,0.90,4.74,0.00%,100,2/26/2011
2/27/2011,1,1,1.00,0.90,23.27,-71000.00%,100,2/27/2011
2/28/2011,1,0.9,0.90,0.80,4.65,0.00%,100,2/28/2011
3/1/2011,1,0.9,1.00,0.90,22.57,70000.00%,100,3/1/2011
3/2/2011,1,0.9,0.90,0.90,2.74,0.00%,100,3/2/2011
3/3/2011,1,0.9,0.90,0.90,2.75,0.00%,100,3/3/2011
3/4/2011,1,0.9,0.90,0.90,2.71,0.00%,100,3/4/2011
3/5/2011,1,0.9,0.90,0.80,12.57,0.00%,100,3/5/2011
3/6/2011,1,0.9,0.90,0.80,12.63,0.00%,100,3/6/2011
3/7/2011,1,0.9,0.90,0.80,15.27,0.00%,100,3/7/2011
3/8/2011,1,0.9,0.90,0.90,4.53,0.00%,100,3/8/2011
3/9/2011,1,0.9,0.90,0.90,4.55,0.00%,100,3/9/2011
3/10/2011,1,0.9,0.90,0.80,8.87,79100.00%,100,3/10/2011
3/11/2011,1,0.9,0.90,0.90,3.73,-56700.00%,100,3/11/2011
3/12/2011,1,0.9,0.90,0.90,4.82,0.00%,100,3/12/2011
3/13/2011,1,0.9,0.90,0.90,0.66,0.00%,100,3/13/2011
3/14/2011,1,0.9,0.90,0.90,5.27,0.00%,100,3/14/2011
3/15/2011,1,0.9,0.90,0.90,2.73,0.00%,100,3/15/2011
3/16/2011,1,0.9,0.90,0.80,7.93,0.00%,100,3/16/2011
3/17/2011,1,0.9,0.90,0.80,7.16,0.00%,100,3/17/2011
3/18/2011,1,0.8,0.90,0.70,14.23,0.00%,100,3/18/2011
3/19/2011,1,0.8,0.80,0.70,9.88,-63100.00%,100,3/19/2011
3/20/2011,1,0.8,0.80,0.70,5.82,0.00%,100,3/20/2011
3/21/2011,1,0.7,0.80,0.70,3.7,0.00%,100,3/21/2011
3/22/2011,1,0.8,0.80,0.70,12.15,65900.00%,100,3/22/2011
3/23/2011,1,0.8,0.90,0.80,13.26,0.00%,100,3/23/2011
3/24/2011,1,0.8,0.90,0.80,14.01,0.00%,100,3/24/2011
3/25/2011,1,0.9,0.90,0.90,4.82,0.00%,100,3/25/2011
3/26/2011,1,0.9,0.90,0.80,11.76,0.00%,100,3/26/2011
3/27/2011,1,0.9,0.90,0.80,5.34,0.00%,100,3/27/2011
3/28/2011,1,0.8,0.90,0.80,12.57,0.00%,100,3/28/2011
3/29/2011,1,0.8,0.80,0.80,4.22,0.00%,100,3/29/2011
3/30/2011,1,0.8,0.80,0.80,3.22,0.00%,100,3/30/2011
3/31/2011,1,0.8,0.80,0.80,6.88,0.00%,100,3/31/2011
4/1/2011,1,0.8,0.80,0.80,3.19,0.00%,100,4/1/2011
4/2/2011,1,0.8,0.80,0.80,2.49,0.00%,100,4/2/2011
4/3/2011,1,0.8,0.80,0.80,3.93,0.00%,100,4/3/2011
4/4/2011,1,0.8,0.80,0.60,31.16,-127100.00%,100,4/4/2011
4/5/2011,1,0.7,0.70,0.60,9.73,0.00%,100,4/5/2011
4/6/2011,1,0.7,0.80,0.70,8.7,0.00%,100,4/6/2011
4/7/2011,1,0.7,0.80,0.70,10.83,0.00%,100,4/7/2011
4/8/2011,1,0.8,0.80,0.70,18.21,0.00%,100,4/8/2011
4/9/2011,1,0.8,0.80,0.70,12.12,0.00%,100,4/9/2011
4/10/2011,1,0.7,0.80,0.70,5.35,0.00%,100,4/10/2011
4/11/2011,1,0.7,0.80,0.70,14.65,0.00%,100,4/11/2011
4/12/2011,1,0.8,0.90,0.80,48.42,116900.00%,100,4/12/2011
4/13/2011,1,0.9,1.00,0.90,43.4,72700.00%,100,4/13/2011
4/14/2011,1,0.9,1.00,0.90,31.11,84000.00%,100,4/14/2011
4/15/2011,1,1,1.10,0.90,50.31,0.00%,100,4/15/2011
4/16/2011,1,1,1.10,1.00,28.87,60700.00%,100,4/16/2011
4/17/2011,1,1,1.10,1.00,24.23,57100.00%,100,4/17/2011
4/18/2011,1,1.1,1.20,1.10,27.48,0.00%,100,4/18/2011
4/19/2011,1,1.2,1.20,1.10,12.56,0.00%,100,4/19/2011
4/20/2011,1,1.2,1.20,1.10,21.35,-50000.00%,100,4/20/2011
4/21/2011,1,1.1,1.20,1.10,39.3,61400.00%,100,4/21/2011
4/22/2011,1,1.2,1.40,1.20,39.42,165300.00%,100,4/22/2011
4/23/2011,2,1.4,2.00,1.30,66.62,205700.00%,100,4/23/2011
4/24/2011,2,1.7,2.00,1.60,21.54,-41200.00%,100,4/24/2011
4/25/2011,2,1.6,1.70,1.50,13.47,-42900.00%,100,4/25/2011
4/26/2011,2,1.6,1.80,1.50,24.05,147400.00%,100,4/26/2011
4/27/2011,2,1.8,2.00,1.70,33.06,61500.00%,100,4/27/2011
4/28/2011,2,1.9,2.70,1.70,100.24,163200.00%,100,4/28/2011
4/29/2011,3,2.2,3.00,2.20,57.58,303200.00%,100,4/29/2011
4/30/2011,4,2.9,4.20,2.80,65.43,215300.00%,70.102279,4/30/2011
5/1/2011,3,3.5,3.90,2.50,45.77,-134300.00%,70.102279,5/1/2011
5/2/2011,3,3,3.50,3.00,18.33,56100.00%,70.102279,5/2/2011
5/3/2011,3,3.2,3.50,3.10,16.92,65600.00%,70.102279,5/3/2011
5/4/2011,3,3.4,3.60,3.30,17.28,0.00%,70.102279,5/4/2011
5/5/2011,3,3.4,3.50,3.30,15.35,-23500.00%,79.13734135,5/5/2011
5/6/2011,4,3.3,3.60,3.30,23.02,36000.00%,79.13734135,5/6/2011
5/7/2011,4,3.5,3.70,3.40,17.83,55100.00%,79.13734135,5/7/2011
5/8/2011,4,3.6,3.90,3.60,21.13,63200.00%,79.13734135,5/8/2011
5/9/2011,4,3.9,3.90,3.70,11.52,-18100.00%,88.49240049,5/9/2011
5/10/2011,6,3.8,6.00,3.80,56.22,528900.00%,88.49240049,5/10/2011
5/11/2011,6,5.8,6.10,4.60,52.57,-53400.00%,88.49240049,5/11/2011
5/12/2011,6,5.5,6.50,5.20,31.72,145500.00%,92.62359528,5/12/2011
5/13/2011,8,6.3,8.40,6.30,64,301600.00%,77.61930751,5/13/2011
5/14/2011,7,8.2,8.90,5.80,55.39,-122000.00%,77.61930751,5/14/2011
5/15/2011,7,7.2,7.80,6.20,18.3,-29200.00%,81.15901051,5/15/2011
5/16/2011,8,7,8.50,6.80,44.14,148800.00%,69.34742201,5/16/2011
5/17/2011,7,8,8.40,7.00,35.35,-104600.00%,69.34742201,5/17/2011
5/18/2011,7,7.2,7.50,6.60,25.4,-43100.00%,69.34742201,5/18/2011
5/19/2011,7,6.9,7.30,6.60,24.44,-10200.00%,58.68090941,5/19/2011
5/20/2011,6,6.8,7.10,5.60,44.46,-179100.00%,58.68090941,5/20/2011
5/21/2011,6,5.6,6.50,5.60,31.11,94800.00%,64.93586984,5/21/2011
5/22/2011,7,6.1,6.80,6.00,23.87,93100.00%,64.93586984,5/22/2011
5/23/2011,7,6.7,7.40,6.70,35.28,68800.00%,64.93586984,5/23/2011
5/24/2011,7,7.2,7.50,7.00,29.28,37800.00%,70.51135516,5/24/2011
5/25/2011,8,7.4,9.30,7.20,64.05,132100.00%,74.8227058,5/25/2011
5/26/2011,9,8.4,9.00,8.00,28.65,47600.00%,74.8227058,5/26/2011
5/27/2011,9,8.8,8.80,8.50,14.43,-34100.00%,63.97499373,5/27/2011
5/28/2011,8,8.5,8.70,8.10,12.25,-23500.00%,63.97499373,5/28/2011
5/29/2011,8,8.3,8.50,8.10,7.49,15700.00%,69.16040056,5/29/2011
5/30/2011,9,8.4,9.00,8.30,17.68,43900.00%,69.16040056,5/30/2011
5/31/2011,9,8.8,9.50,8.10,45.79,-6800.00%,73.57214243,5/31/2011
6/1/2011,10,8.7,9.70,8.30,43.48,95000.00%,77.10007383,6/1/2011
6/2/2011,11,9.6,10.90,9.50,41.05,107600.00%,84.00044015,6/2/2011
6/3/2011,14,10.6,14.50,10.60,72.98,348100.00%,89.61636185,6/3/2011
6/4/2011,19,14.3,18.90,14.00,44.48,321900.00%,77.84590181,6/4/2011
6/5/2011,17,18.9,19.00,16.20,24.28,-115900.00%,80.59119985,6/5/2011
6/6/2011,19,16.7,19.20,16.50,55.09,110800.00%,85.44659626,6/6/2011
6/7/2011,24,18.5,24.30,18.30,53.72,289500.00%,89.00210347,6/7/2011
6/8/2011,30,23.9,31.90,22.20,104.93,237500.00%,85.26330067,6/8/2011
6/9/2011,29,29.6,31.50,26.10,62.93,-23000.00%,69.53474502,6/9/2011
6/10/2011,24,28.9,29.40,20.00,92.21,-171900.00%,51.21929832,6/10/2011
6/11/2011,15,24,24.00,13.00,121.87,-388300.00%,56.68064555,6/11/2011
6/12/2011,19,14.6,25.00,10.30,151.19,266200.00%,57.94818415,6/12/2011
6/13/2011,20,18.5,24.50,16.00,73.42,69500.00%,56.17795366,6/13/2011
6/14/2011,19,19.8,20.50,18.00,36.16,-28200.00%,57.57371036,6/14/2011
6/15/2011,20,19.3,20.00,19.00,27.71,10900.00%,52.20202737,6/15/2011
6/16/2011,17,19.5,19.90,17.00,49.2,-127800.00%,50.51030318,6/16/2011
6/17/2011,16,17,18.30,13.00,108.62,-77600.00%,52.17925282,6/17/2011
6/18/2011,17,15.7,17.00,15.10,35.54,77200.00%,53.855109,6/18/2011
6/19/2011,18,16.9,18.90,16.90,30.18,36700.00%,53.855109,6/19/2011
6/20/2011,18,17.5,17.50,17.50,-,0.00%,53.855109,6/20/2011
6/21/2011,18,17.5,17.50,17.50,-,0.00%,53.855109,6/21/2011
6/22/2011,18,17.5,17.50,17.50,-,0.00%,53.855109,6/22/2011
6/23/2011,18,17.5,17.50,17.50,-,0.00%,53.855109,6/23/2011
6/24/2011,18,17.5,17.50,17.50,-,0.00%,53.855109,6/24/2011
6/25/2011,18,17.5,17.50,17.50,-,0.00%,50.86080167,6/25/2011
6/26/2011,17,17.5,17.50,14.00,15.05,-60500.00%,50.86080167,6/26/2011
6/27/2011,17,16.5,18.00,15.00,31.45,18200.00%,50.86080167,6/27/2011
6/28/2011,17,16.8,17.50,16.50,24.4,11900.00%,50.86080167,6/28/2011
6/29/2011,17,17,17.20,16.70,21.04,-5900.00%,47.32188579,6/29/2011
6/30/2011,16,16.9,17.00,15.70,34.96,-44500.00%,44.02311252,6/30/2011
7/1/2011,15,16.1,16.70,15.30,33.28,-43500.00%,44.02311252,7/1/2011
7/2/2011,15,15.4,15.80,15.30,19.45,0.00%,44.02311252,7/2/2011
7/3/2011,15,15.4,15.70,15.30,16.79,0.00%,40.4972154,7/3/2011
7/4/2011,14,15.4,15.50,13.10,52.28,-102300.00%,37.28157261,7/4/2011
7/5/2011,13,13.9,15.00,11.00,84.08,-68500.00%,46.44138634,7/5/2011
